,product/slug,location/country,score,industry,segment,Review,sentiment,review_processed,category
366,certn,United States,5.0,Information Technology and Services,small-business,"I like that they were easy to get started with and are straightforward with communicating.
Nothing! They have a great service that works for my company!
nan
We are getting certified through Drata with our SOC 2.",positive,"['like', 'easy', 'get', 'started', 'straightforward', 'communicating', 'nothing', 'great', 'service', 'work', 'company', 'nan', 'getting', 'certified', 'drata', 'soc', '2']","Communication, Performance & Quality, Adjectives"
367,hipeople,Germany,5.0,Insurance,mid-market,"Flexible assessments, very fast, easy interface
Nothing! Just move on and keep the will to constantly improve your system.
nan
Objective comparability of candidates among each other.",positive,"['flexible', 'assessment', 'fast', 'easy', 'interface', 'nothing', 'move', 'keep', 'constantly', 'improve', 'system', 'nan', 'objective', 'comparability', 'candidate', 'among']","Platform, People Management, Adjectives, Checks"
368,zinc-work,United Kingdom,5.0,Financial Services,mid-market,"Zinc has been so helpful and has reduced our time for background checks to be complete drastically. It is also super easy to use both from our side and employee sides - zero complaints
Nothing! Everything is working perfectly for us
nan
Zinc is helping us reduce our time to hire. We previously got our references ourselves so that has massively reduced our time and made it a much smoother process for us and candidates",positive,"['zinc', 'ha', 'helpful', 'ha', 'reduced', 'time', 'background', 'check', 'complete', 'drastically', 'also', 'super', 'easy', 'use', 'side', 'employee', 'side', 'zero', 'complaint', 'nothing', 'everything', 'working', 'perfectly', 'u', 'nan', 'zinc', 'helping', 'u', 'reduce', 'time', 'hire', 'previously', 'got', 'reference', 'ha', 'massively', 'reduced', 'time', 'made', 'much', 'smoother', 'process', 'u', 'candidate']","Communication, Complaints & Issues, Technology, Checks, People Management, Time, Adjectives"
369,certn,Canada,5.0,Computer Software,mid-market,"The speed & quality of customer service. I appreciate the OneID Verification most! We use Workable with Certn to integrate with our ATS. We didn't research any competitors.
Nothing! Everything is great! We are satisfied with all that is offered by Certn.
Speeding up our reference process and providing valid ID verification that we can trust
Highly recommend using Certn for easy and thorough ID verification! Their customer service is incredible! Taylor on the Customer Success team's response times and thoroughness in answering all of my questions while getting started with Certn was incredible!",positive,"['speed', 'quality', 'customer', 'service', 'appreciate', 'oneid', 'verification', 'use', 'workable', 'certn', 'integrate', ""n't"", 'research', 'competitor', 'nothing', 'everything', 'great', 'satisfied', 'offered', 'certn', 'speeding', 'reference', 'process', 'providing', 'valid', 'id', 'verification', 'trust', 'highly', 'recommend', 'using', 'certn', 'easy', 'thorough', 'id', 'verification', 'customer', 'service', 'incredible', 'taylor', 'customer', 'success', 'team', ""'s"", 'response', 'time', 'thoroughness', 'answering', 'question', 'getting', 'started', 'certn', 'wa', 'incredible']","Communication, Performance & Quality, Technology, Checks, Integration, Time, Adjectives"
370,certn,Canada,4.5,Non-Profit Organization Management,mid-market,"I have been using Certn for background and criminal record verification of candidates for over three years now. I have found them to be quick, thorough and accurate in their verification efforts.
Nothing, really. I have liked everything about the services of Certn so far.
nan
In a traditional method of credential verification, the challenges are delays in obtaining reports and the reluctance of the references to provide objective feedback about the candidate. With Certn, both these problems have been overcome. Highly",positive,"['using', 'certn', 'background', 'criminal', 'record', 'verification', 'candidate', 'three', 'year', 'found', 'quick', 'thorough', 'accurate', 'verification', 'effort', 'nothing', 'really', 'liked', 'everything', 'service', 'certn', 'far', 'nan', 'traditional', 'method', 'credential', 'verification', 'challenge', 'delay', 'obtaining', 'report', 'reluctance', 'reference', 'provide', 'objective', 'feedback', 'candidate', 'certn', 'problem', 'overcome', 'highly']","Communication, Performance & Quality, Complaints & Issues, Checks, Platform, Documentation & Compliance, People Management, Time"
371,zinc-work,United Kingdom,4.5,Publishing,mid-market,"The checks were easy to complete and accessible to check their progress. Customer support was great
Nothing, no complaints the system is straightforward
nan
Reference checks",positive,"['check', 'easy', 'complete', 'accessible', 'check', 'progress', 'customer', 'support', 'wa', 'great', 'nothing', 'complaint', 'system', 'straightforward', 'nan', 'reference', 'check']","Communication, Adjectives, Complaints & Issues, Checks"
372,certn,Canada,5.0,Computer Software,mid-market,"Super user friendly, quick turnarounds and great customer support
Nothing, it's really well rounded as a background tool
nan
Providing background checks quickly for new hires",positive,"['super', 'user', 'friendly', 'quick', 'turnaround', 'great', 'customer', 'support', 'nothing', ""'s"", 'really', 'well', 'rounded', 'background', 'tool', 'nan', 'providing', 'background', 'check', 'quickly', 'new', 'hire']","Communication, Checks, Platform, People Management, Time, Adjectives"
373,zinc-work,South Africa,5.0,Financial Services,mid-market,"I was introduced to Zinc earlier this year and couldn't believe how easy it was to integrate with our ATS and HRIS systems. With a click of a button and we get all the checks we require on a global level.
Nothing, in particular, I don't like. I a going to explore their reporting function further.
nan
Background checks were taking forever and holding up our recruitment process. As we move into a regulated business we require credit and criminal checks and this helps with that too. Massive timesaver for the People and",positive,"['wa', 'introduced', 'zinc', 'earlier', 'year', 'could', ""n't"", 'believe', 'easy', 'wa', 'integrate', 'hris', 'system', 'click', 'button', 'get', 'check', 'require', 'global', 'level', 'nothing', 'particular', ""n't"", 'like', 'going', 'explore', 'reporting', 'function', 'nan', 'background', 'check', 'taking', 'forever', 'holding', 'recruitment', 'process', 'move', 'regulated', 'business', 'require', 'credit', 'criminal', 'check', 'help', 'massive', 'timesaver', 'people']","Communication, Complaints & Issues, Technology, Checks, Platform, Integration, Documentation & Compliance, People Management, Features & Functions, Time, Adjectives"
374,hipeople,Spain,5.0,"Leisure, Travel & Tourism",enterprise,"I was asked to send two references and it was really fast, and we were informed in both ends. Easy tu understand and information provided.
Nothing, I think it is a good tool which is really easy.
nan
It helped me to send the invites to my references and it helped them to send them. I received a message as soon as they filled all the infom",positive,"['wa', 'asked', 'send', 'two', 'reference', 'wa', 'really', 'fast', 'informed', 'end', 'easy', 'tu', 'understand', 'information', 'provided', 'nothing', 'think', 'good', 'tool', 'really', 'easy', 'nan', 'helped', 'send', 'invite', 'reference', 'helped', 'send', 'received', 'message', 'soon', 'filled', 'infom']","Communication, Technology, Checks, Platform, Features & Functions, Adjectives"
375,sterling-talent-solutions,United States,5.0,Cosmetics,mid-market,"The quickness of their results and simplicity 
Nothing, everything is super easy to use and to understand
nan
It has helped us place employees for proper positions do to their MVRs",positive,"['quickness', 'result', 'simplicity', 'nothing', 'everything', 'super', 'easy', 'use', 'understand', 'nan', 'ha', 'helped', 'u', 'place', 'employee', 'proper', 'position', 'mvrs']","Communication, Technology, Platform, People Management, Features & Functions, Adjectives"
376,sterling-talent-solutions,United States,5.0,Government Administration,small-business,"The process to go through hiring was simple and effective.  I was always kept apprised of the status of the application. 
Nothing, as stated it was really easy to get through the process.
nan
Made communication between employer and potential employee easy and efficient.  All information was easily found and submitted on both ends with constant communication as to requirements. ",positive,"['process', 'go', 'hiring', 'wa', 'simple', 'effective', 'wa', 'always', 'kept', 'apprised', 'status', 'application', 'nothing', 'stated', 'wa', 'really', 'easy', 'get', 'process', 'nan', 'made', 'communication', 'employer', 'potential', 'employee', 'easy', 'efficient', 'information', 'wa', 'easily', 'found', 'submitted', 'end', 'constant', 'communication', 'requirement']","Technology, Platform, Documentation & Compliance, People Management, Features & Functions, Adjectives"
377,certn,Canada,5.0,Mental Health Care,mid-market,"How fast the results come back and easy to use platform
nothing- I have zero complaints. I enjoy it!
nan
Its solving the long wait for background checks at the station. Quick and complete.",positive,"['fast', 'result', 'come', 'back', 'easy', 'use', 'platform', 'nothing-', 'zero', 'complaint', 'enjoy', 'nan', 'solving', 'long', 'wait', 'background', 'check', 'station', 'quick', 'complete']","Technology, Complaints & Issues, Checks, Platform, Time, Adjectives"
378,zinc-work,United Kingdom,5.0,Consumer Goods,mid-market,"How automated Zinc is, how the reports are presented, good price, great client service, the integration with our ATS
Nothing yet! There have been a few things I found difficult to edit/change but were resolved quickly talking to our account manager
nan
Getting time back and still getting detailed references",positive,"['automated', 'zinc', 'report', 'presented', 'good', 'price', 'great', 'client', 'service', 'integration', 'nothing', 'yet', 'thing', 'found', 'difficult', 'edit/change', 'resolved', 'quickly', 'talking', 'account', 'manager', 'nan', 'getting', 'time', 'back', 'still', 'getting', 'detailed', 'reference']","Communication, Technology, Checks, Platform, Cost, Integration, Documentation & Compliance, Time, Adjectives"
379,hipeople,Germany,5.0,Management Consulting,enterprise,"Great experience, nice people and a smooth process.
Nothing yet, all over a great experience so far.
nan
HiPeople is giving a very good guidance and working with the most current tools and knowledge supported by the most current technological methodologies.",positive,"['great', 'experience', 'nice', 'people', 'smooth', 'process', 'nothing', 'yet', 'great', 'experience', 'far', 'nan', 'hipeople', 'giving', 'good', 'guidance', 'working', 'current', 'tool', 'knowledge', 'supported', 'current', 'technological', 'methodology']","Platform, Communication, Technology, Adjectives"
380,checkr,United States,5.0,Insurance,mid-market,"Visibility of process, use of product, integration with HRIS, helpful support
Nothing yet - we are relatively new, but I cannot imagine it being worse than our last product!
nan
Running background checks for all new hires",negative,"['visibility', 'process', 'use', 'product', 'integration', 'hris', 'helpful', 'support', 'nothing', 'yet', 'relatively', 'new', 'imagine', 'worse', 'last', 'product', 'nan', 'running', 'background', 'check', 'new', 'hire']","Communication, Complaints & Issues, Technology, Checks, Platform, Integration, People Management"
381,hipeople,United Kingdom,5.0,Information Technology and Services,mid-market,"Jakob is an very approachable person and very knowledgable about the industry, clearly very passionate about it too. Having met some others of the team at the event, HiPeople certainly do have all the right attributes to become a leader in their field.
Nothing to write. Genuine people. If I could use them, I would.
nan
nan",positive,"['jakob', 'approachable', 'person', 'knowledgable', 'industry', 'clearly', 'passionate', 'met', 'others', 'team', 'event', 'hipeople', 'certainly', 'right', 'attribute', 'become', 'leader', 'field', 'nothing', 'write', 'genuine', 'people', 'could', 'use', 'would', 'nan', 'nan']",Platform
382,hipeople,Spain,4.5,Information Technology and Services,small-business,"The process was pretty efficient, with clear questions
Nothing to say, cognitive questions maybe a little confusing
nan
defining a clear way of assesing clear, consistent and structured",positive,"['process', 'wa', 'pretty', 'efficient', 'clear', 'question', 'nothing', 'say', 'cognitive', 'question', 'maybe', 'little', 'confusing', 'nan', 'defining', 'clear', 'way', 'assesing', 'clear', 'consistent', 'structured']","Communication, Technology"
383,hipeople,Germany,5.0,Computer Software,enterprise,"Using HiPeople to test candidates and collect reference checks is a game changer. That normally takes days and involves 3-4 people. With HiPeople it is only a few minutes of work. Easy-to-use interface and reports that can be used by recruiters and non-recruiters alike.
Nothing to say really. The platform works smoothly.
nan
Finding and assessing high value talents.",positive,"['using', 'hipeople', 'test', 'candidate', 'collect', 'reference', 'check', 'game', 'changer', 'normally', 'take', 'day', 'involves', '3-4', 'people', 'hipeople', 'minute', 'work', 'easy-to-use', 'interface', 'report', 'used', 'recruiter', 'non-recruiters', 'alike', 'nothing', 'say', 'really', 'platform', 'work', 'smoothly', 'nan', 'finding', 'assessing', 'high', 'value', 'talent']","Checks, Platform, Cost, Documentation & Compliance, People Management, Time, Adjectives"
384,certn,Canada,5.0,Financial Services,mid-market,"Customer service, quick response, and very accurate background check.
Nothing to report. Everything is working perfectly :)
nan
Solving background checks, is very beneficial.",positive,"['customer', 'service', 'quick', 'response', 'accurate', 'background', 'check', 'nothing', 'report', 'everything', 'working', 'perfectly', 'nan', 'solving', 'background', 'check', 'beneficial']","Communication, Performance & Quality, Checks, Platform, Documentation & Compliance"
385,zinc-work,Portugal,5.0,Computer Software,mid-market,"Super easy to use platform, quick background checks, constant updates on the status of each candidate.
Nothing to point out really as we started using few weeks ago
nan
Getting our candidates background check in due time.",positive,"['super', 'easy', 'use', 'platform', 'quick', 'background', 'check', 'constant', 'update', 'status', 'candidate', 'nothing', 'point', 'really', 'started', 'using', 'week', 'ago', 'nan', 'getting', 'candidate', 'background', 'check', 'due', 'time']","Performance & Quality, Checks, Platform, People Management, Time, Adjectives"
386,hipeople,Germany,5.0,E-Learning,mid-market,"User friendly platform: Everything is very easy to handle on their platform and the design is best in class.   

Data analytics: In particular, the data-driven recommendations for our hiring managers were super useful.
Nothing to mention here in my opinion, it will be interesting to see, how the product will become better in the future as I don't see much improvement potential at the moment.
nan
It helps a lot with hiring the best talent really. It has improved the efficiency of the hiring process a lot and because of that has had a positive impact on the atmosphere in many teams.",positive,"['user', 'friendly', 'platform', 'everything', 'easy', 'handle', 'platform', 'design', 'best', 'class', 'data', 'analytics', 'particular', 'data-driven', 'recommendation', 'hiring', 'manager', 'super', 'useful', 'nothing', 'mention', 'opinion', 'interesting', 'see', 'product', 'become', 'better', 'future', ""n't"", 'see', 'much', 'improvement', 'potential', 'moment', 'nan', 'help', 'lot', 'hiring', 'best', 'talent', 'really', 'ha', 'improved', 'efficiency', 'hiring', 'process', 'lot', 'ha', 'positive', 'impact', 'atmosphere', 'many', 'team']","Communication, Performance & Quality, Technology, Platform, People Management, Features & Functions, Adjectives"
387,zinc-work,Spain,4.5,,,"Really easy to complete my references, and especially that I can see them after.
Nothing to dislike, easy to navigate and. straightforward process
nan
Referencing is quick,  reduced admin and processes.",positive,"['really', 'easy', 'complete', 'reference', 'especially', 'see', 'nothing', 'dislike', 'easy', 'navigate', 'straightforward', 'process', 'nan', 'referencing', 'quick', 'reduced', 'admin', 'process']","Technology, Complaints & Issues, Checks, Platform, Time, Adjectives"
388,checkr,United States,5.0,Gambling & Casinos,mid-market,"I appreciate the fast customer service response—also, the great rollover from the GoodHire system.
Nothing to dislike thus far! I have been impressed with the seamless rollover from GoodHire.
nan
They are helping us get our background checks remotely! Great",positive,"['appreciate', 'fast', 'customer', 'service', 'response—also', 'great', 'rollover', 'goodhire', 'system', 'nothing', 'dislike', 'thus', 'far', 'impressed', 'seamless', 'rollover', 'goodhire', 'nan', 'helping', 'u', 'get', 'background', 'check', 'remotely', 'great']","Communication, Complaints & Issues, Checks, Features & Functions, Adjectives"
389,sterling-talent-solutions,Canada,5.0,Outsourcing/Offshoring,enterprise,"Ease of use and reliable results every time.
Nothing to dislike about this product or company.
nan
A faster result of background checks and employment verification.",neutral,"['ease', 'use', 'reliable', 'result', 'every', 'time', 'nothing', 'dislike', 'product', 'company', 'nan', 'faster', 'result', 'background', 'check', 'employment', 'verification']","Performance & Quality, Technology, Complaints & Issues, Checks, Platform, Time, Adjectives"
390,checkr,United States,5.0,Logistics and Supply Chain,mid-market,"We have developed an amazing working relationship with the Checkr team, they are an invaluable partner. They have really helped back our processes and have included us in different initiatives beneficial for both teams.
Nothing to dislike - their software makes a very complex and sensitive process much easier!
We're working on the 'speed of screening' - always want to be faster.
They're a very easy-to-use platform, plug & play in most scenarios. More complex organizations may require custom configuration.",positive,"['developed', 'amazing', 'working', 'relationship', 'checkr', 'team', 'invaluable', 'partner', 'really', 'helped', 'back', 'process', 'included', 'u', 'different', 'initiative', 'beneficial', 'team', 'nothing', 'dislike', 'software', 'make', 'complex', 'sensitive', 'process', 'much', 'easier', ""'re"", 'working', ""'speed"", 'screening', 'always', 'want', 'faster', ""'re"", 'easy-to-use', 'platform', 'plug', 'play', 'scenario', 'complex', 'organization', 'may', 'require', 'custom', 'configuration']","Communication, Complaints & Issues, Technology, Checks, Platform, Documentation & Compliance, Time, Adjectives"
391,hipeople,Germany,4.0,Computer Software,mid-market,"Striagth to the point and an easy to navigate.
Nothing to complain about for know. It was a good experince.
nan
Takes the bias out from the hiring process",positive,"['striagth', 'point', 'easy', 'navigate', 'nothing', 'complain', 'know', 'wa', 'good', 'experince', 'nan', 'take', 'bias', 'hiring', 'process']","People Management, Technology, Adjectives"
392,zinc-work,United Kingdom,5.0,Legal Services,small-business,"I liked how streamlined everything was, the simplicity of the UX, and how quickly everything got approved.
Nothing to be honest. I found that I did get a lot of emails from Zinc but it's necessary to have updates!
nan
Zinc helps me hire people faster and get through all of the checks painlessly. Excellent experience -",positive,"['liked', 'streamlined', 'everything', 'wa', 'simplicity', 'ux', 'quickly', 'everything', 'got', 'approved', 'nothing', 'honest', 'found', 'get', 'lot', 'email', 'zinc', ""'s"", 'necessary', 'update', 'nan', 'zinc', 'help', 'hire', 'people', 'faster', 'get', 'check', 'painlessly', 'excellent', 'experience']","Communication, Performance & Quality, Platform, Features & Functions, Time"
393,zinc-work,United Kingdom,5.0,Financial Services,small-business,"How easy and streamlined how things are and how quickly we get reponses!
Nothing to be honest - very user friendly and really great to use.
Streamlining out referencing so it saves our time. Benefits are more time!
Do it!",positive,"['easy', 'streamlined', 'thing', 'quickly', 'get', 'reponses', 'nothing', 'honest', 'user', 'friendly', 'really', 'great', 'use', 'streamlining', 'referencing', 'save', 'time', 'benefit', 'time']","Checks, Platform, Features & Functions, Time, Adjectives"
394,hipeople,Germany,5.0,Computer Software,mid-market,"With hipeople, I can get way more qualitative info on working styles, personality or skills of potentital hires even before they start. I feel more confident when making a hiring decision. Besides that, the candidate insights help me with onboarding when the new team member starts. I know what to focus on and how to coach.
Nothing that really comes to mind here for now. I am looking forward to how the product develops over the next quarters.
nan
I am reguylarly hiring for new team members. Hipeople helps me gain more confidence in the hires I want to make. I think traditional reference checks where you call the contact of the potential employee and don't get much substantial background are broken. These checks also don't let you compare candidates in final stages in an unbiased way.

hipeople is easy to use for hiring managers and create a smooth experience for candidates as well. Thanks to hipeople I have a more qualitative insights into whether a candidate is a fit and what areas I need to especially look at in the onboarding phase.",positive,"['hipeople', 'get', 'way', 'qualitative', 'info', 'working', 'style', 'personality', 'skill', 'potentital', 'hire', 'even', 'start', 'feel', 'confident', 'making', 'hiring', 'decision', 'besides', 'candidate', 'insight', 'help', 'onboarding', 'new', 'team', 'member', 'start', 'know', 'focus', 'coach', 'nothing', 'really', 'come', 'mind', 'looking', 'forward', 'product', 'develops', 'next', 'quarter', 'nan', 'reguylarly', 'hiring', 'new', 'team', 'member', 'hipeople', 'help', 'gain', 'confidence', 'hire', 'want', 'make', 'think', 'traditional', 'reference', 'check', 'call', 'contact', 'potential', 'employee', ""n't"", 'get', 'much', 'substantial', 'background', 'broken', 'check', 'also', ""n't"", 'let', 'compare', 'candidate', 'final', 'stage', 'unbiased', 'way', 'hipeople', 'easy', 'use', 'hiring', 'manager', 'create', 'smooth', 'experience', 'candidate', 'well', 'thanks', 'hipeople', 'qualitative', 'insight', 'whether', 'candidate', 'fit', 'area', 'need', 'especially', 'look', 'onboarding', 'phase']","Communication, Performance & Quality, Checks, Platform, People Management, Time, Adjectives"
395,sterling-talent-solutions,United States,5.0,Internet,small-business,"I love the fact that it is so insanely easy to use for not only the company but the future employee
Nothing that I can think of off the top of my head- this is amazing!
We are solving the need to find an accurate background check- this does it all and more
Its perfect for anyone who needs background checks done quick and easy",positive,"['love', 'fact', 'insanely', 'easy', 'use', 'company', 'future', 'employee', 'nothing', 'think', 'top', 'head-', 'amazing', 'solving', 'need', 'find', 'accurate', 'background', 'check-', 'doe', 'perfect', 'anyone', 'need', 'background', 'check', 'done', 'quick', 'easy']","Platform, Performance & Quality, Adjectives, Checks"
396,certn,Canada,5.0,Computer Software,mid-market,"The ease of use. We were pretty quick to get our account stood up. The interface was super simple to use.
Nothing that I can think of at this time.
nan
There are two benefits for us - one, it helps move our recruiting cycle along and two, it integrates with our SOC2 audit system.",positive,"['ease', 'use', 'pretty', 'quick', 'get', 'account', 'stood', 'interface', 'wa', 'super', 'simple', 'use', 'nothing', 'think', 'time', 'nan', 'two', 'benefit', 'u', 'one', 'help', 'move', 'recruiting', 'cycle', 'along', 'two', 'integrates', 'soc2', 'audit', 'system']","Communication, Platform, Integration, Time, Adjectives"
397,zinc-work,Brazil,4.5,Information Technology and Services,mid-market,"The ease of use and advices on what to fill in the checks.
Nothing that I can  remember. Just as a first time user it was weird to put my docs on the site
nan
I can keep my references and background check on one place and share with whatever company I want.",negative,"['ease', 'use', 'advice', 'fill', 'check', 'nothing', 'remember', 'first', 'time', 'user', 'wa', 'weird', 'put', 'doc', 'site', 'nan', 'keep', 'reference', 'background', 'check', 'one', 'place', 'share', 'whatever', 'company', 'want']","Time, Adjectives, Checks"
398,hipeople,Germany,5.0,Industrial Automation,small-business,"HiPeople not only improves the quality of hires, it also leads to a much more effective hiring process. The fact that the platform is able to analyze candidate data such as experience, skills, cultural fit, makes it easier to identify the best suitable candidates for the role.
Nothing that comes to mind at the moment, it simply is a good tool. Of course there is always room for improvement, but we would be talking about minor things here. Looking forwadr to see it further develop.
nan
The AI-powered talent management platform analyzes candidate data to identify the best fit for a role. Furthermore it is THE answer to the tedious and lengthy process of doing reference checks. Internal processes are now more streamlined and clearer for all stakeholders",positive,"['hipeople', 'improves', 'quality', 'hire', 'also', 'lead', 'much', 'effective', 'hiring', 'process', 'fact', 'platform', 'able', 'analyze', 'candidate', 'data', 'experience', 'skill', 'cultural', 'fit', 'make', 'easier', 'identify', 'best', 'suitable', 'candidate', 'role', 'nothing', 'come', 'mind', 'moment', 'simply', 'good', 'tool', 'course', 'always', 'room', 'improvement', 'would', 'talking', 'minor', 'thing', 'looking', 'forwadr', 'see', 'develop', 'nan', 'ai-powered', 'talent', 'management', 'platform', 'analyzes', 'candidate', 'data', 'identify', 'best', 'fit', 'role', 'furthermore', 'answer', 'tedious', 'lengthy', 'process', 'reference', 'check', 'internal', 'process', 'streamlined', 'clearer', 'stakeholder']","Performance & Quality, Technology, Checks, Platform, People Management, Features & Functions, Time"
399,certn,Canada,5.0,Telecommunications,small-business,"I was looking for 1 portal where I can do background check efficiently CERTN absolutely is an amazing platform which gives me peace of mind during recruitment and their customer support is superb
Nothing such as dislike but I wish I could see more details in the report
nan
Quick and economical",positive,"['wa', 'looking', '1', 'portal', 'background', 'check', 'efficiently', 'certn', 'absolutely', 'amazing', 'platform', 'give', 'peace', 'mind', 'recruitment', 'customer', 'support', 'superb', 'nothing', 'dislike', 'wish', 'could', 'see', 'detail', 'report', 'nan', 'quick', 'economical']","Communication, Complaints & Issues, Checks, Platform, Documentation & Compliance, People Management, Time, Adjectives"
400,hipeople,Netherlands,5.0,Online Media,enterprise,"The platform gives great insights into candidates, especially when using all of the products - reference checks, assessments, and QoH. The insights can also be used for onboarding employees post-hiring.
Nothing specific to mention. The team is very supportive and the free trial allowed us to use the product before purchasing. The assessment library is also updated regularly.
nan
HiPeople helps in hiring better candidates faster. We get great insights into candidates through references and assessments. Moreover, integrations with ATS mean the process is much faster and reduces the time to hire significantly.",positive,"['platform', 'give', 'great', 'insight', 'candidate', 'especially', 'using', 'product', 'reference', 'check', 'assessment', 'qoh', 'insight', 'also', 'used', 'onboarding', 'employee', 'post-hiring', 'nothing', 'specific', 'mention', 'team', 'supportive', 'free', 'trial', 'allowed', 'u', 'use', 'product', 'purchasing', 'assessment', 'library', 'also', 'updated', 'regularly', 'nan', 'hipeople', 'help', 'hiring', 'better', 'candidate', 'faster', 'get', 'great', 'insight', 'candidate', 'reference', 'assessment', 'moreover', 'integration', 'mean', 'process', 'much', 'faster', 'reduces', 'time', 'hire', 'significantly']","Communication, Technology, Checks, Platform, Integration, People Management, Time, Adjectives"
401,zinc-work,Brazil,5.0,Accounting,mid-market,"The quick way that they answered me when I needed help. The quick way that they informed me that my background was checked already and provided informations for myself and the other parties involved.
Nothing so far. Everything it was being so fast and fine. The only problem that I had was regarding my address, but everything was solved very fast and quickly.
nan
Zinc is checking my background in order to help me to get hired on a new job. Which will be the best job of my life so far. I had a problem regarding my address which was solved very fast.",positive,"['quick', 'way', 'answered', 'needed', 'help', 'quick', 'way', 'informed', 'background', 'wa', 'checked', 'already', 'provided', 'information', 'party', 'involved', 'nothing', 'far', 'everything', 'wa', 'fast', 'fine', 'problem', 'wa', 'regarding', 'address', 'everything', 'wa', 'solved', 'fast', 'quickly', 'nan', 'zinc', 'checking', 'background', 'order', 'help', 'get', 'hired', 'new', 'job', 'best', 'job', 'life', 'far', 'problem', 'regarding', 'address', 'wa', 'solved', 'fast']","Communication, Technology, Checks, Platform, People Management, Features & Functions, Time"
402,checkr,United States,5.0,Hospital & Health Care,enterprise,"We transitioned from a previous system that had many moving parts. Checkr is a one stop shop for our pre employment process.
Nothing so far.
nan
nan",positive,"['transitioned', 'previous', 'system', 'many', 'moving', 'part', 'checkr', 'one', 'stop', 'shop', 'pre', 'employment', 'process', 'nothing', 'far', 'nan', 'nan']","Technology, Checks"
403,zinc-work,United Kingdom,3.5,"Health, Wellness and Fitness",mid-market,"The integration with our HR system works perfectly
Nothing so far, only have zinc for a few weeks
nan
right to work checks within the uk after the process changed",negative,"['integration', 'hr', 'system', 'work', 'perfectly', 'nothing', 'far', 'zinc', 'week', 'nan', 'right', 'work', 'check', 'within', 'uk', 'process', 'changed']","Time, Integration, Technology, Checks"
404,zinc-work,United Kingdom,5.0,Logistics and Supply Chain,mid-market,"That I'm engaging with humans. They fully understand our needs and challenges.
nothing so far (honestly). Scratch that, it would be useful to search via email instead of asking the kind support staff to help me. They were all really happy to help btw.
checking candidate progression for DBS checks. Rapid, Professional, Courteous and Friendly.
its money very well spent that will likely save you money in the long term.",positive,"[""'m"", 'engaging', 'human', 'fully', 'understand', 'need', 'challenge', 'nothing', 'far', 'honestly', 'scratch', 'would', 'useful', 'search', 'via', 'email', 'instead', 'asking', 'kind', 'support', 'staff', 'help', 'really', 'happy', 'help', 'btw', 'checking', 'candidate', 'progression', 'db', 'check', 'rapid', 'professional', 'courteous', 'friendly', 'money', 'well', 'spent', 'likely', 'save', 'money', 'long', 'term']","Communication, Checks, Cost, People Management, Features & Functions, Time"
405,zinc-work,United Kingdom,5.0,Computer Software,mid-market,"Ease of use
Simple interface
Everything is tracked and logged
Nothing so far - everything works as expected and shown at the start
nan
Saves a lot of time in the fact that we don't need to follow up manually on checks",neutral,"['ease', 'use', 'simple', 'interface', 'everything', 'tracked', 'logged', 'nothing', 'far', 'everything', 'work', 'expected', 'shown', 'start', 'nan', 'save', 'lot', 'time', 'fact', ""n't"", 'need', 'follow', 'manually', 'check']","Performance & Quality, Technology, Platform, Time, Adjectives"
406,hipeople,Germany,5.0,Marketing and Advertising,mid-market,"Super easy to use, fast time to implement. Automates internal processes around reference checks in one platform. Offers dashboards and analytics as well.
Nothing really. Very lean platform that works well and will hopefully get more features in the future.
nan
Reference checks are critical for Hiring good Talent, but we did it manually. Best Reference and",positive,"['super', 'easy', 'use', 'fast', 'time', 'implement', 'automates', 'internal', 'process', 'around', 'reference', 'check', 'one', 'platform', 'offer', 'dashboard', 'analytics', 'well', 'nothing', 'really', 'lean', 'platform', 'work', 'well', 'hopefully', 'get', 'feature', 'future', 'nan', 'reference', 'check', 'critical', 'hiring', 'good', 'talent', 'manually', 'best', 'reference']","Technology, Checks, Platform, People Management, Features & Functions, Time, Adjectives"
407,certn,Canada,5.0,Staffing and Recruiting,small-business,"ease of use of the system. Clean interface
nothing really, it's a clean interface, with great features.
nan
Helped remove delays in processing employee back checks. Great",positive,"['ease', 'use', 'system', 'clean', 'interface', 'nothing', 'really', ""'s"", 'clean', 'interface', 'great', 'feature', 'nan', 'helped', 'remove', 'delay', 'processing', 'employee', 'back', 'check', 'great']","Communication, Technology, Complaints & Issues, Platform, Time, Adjectives"
408,zinc-work,United Kingdom,3.5,Entertainment,mid-market,"Its quick and easy and the customer services response times are really reactive
Nothing really, I think it's fine the way it is
nan
We've managed to reduce the time it takes to get our background checks done dramatically and integrated it into our in house system, meaning that it's a smoother and quicker process for the business",negative,"['quick', 'easy', 'customer', 'service', 'response', 'time', 'really', 'reactive', 'nothing', 'really', 'think', ""'s"", 'fine', 'way', 'nan', ""'ve"", 'managed', 'reduce', 'time', 'take', 'get', 'background', 'check', 'done', 'dramatically', 'integrated', 'house', 'system', 'meaning', ""'s"", 'smoother', 'quicker', 'process', 'business']","Communication, Technology, Checks, Platform, Time, Adjectives"
